node,Y,D,X,pscore0,pscore1,exposure0,exposure1
i281,3.0904464008639194,0,0.4543033057398061,0.1486815023273258,0.8513184976726742,1,0
i1572,4.4089064367241955,0,-1.2981590116406168,0.3368312665176936,0.6631687334823064,1,0
i1264,4.414201569999245,0,-1.9712273940443676,0.4422432868085695,0.5577567131914305,1,0
i10,3.3735434049377373,0,-0.78651511399908,0.3368312665176936,0.6631687334823064,1,0
i308,1.909208835733378,0,1.077267903716688,0.4422432868085695,0.5577567131914305,1,0
i1424,3.539849077603478,0,-1.349961854004778,0.19530363349188906,0.8046963665081109,1,0
i1339,4.70767521258296,0,-1.392096516243992,0.4422432868085695,0.5577567131914305,1,0
i1387,3.4148055734677585,0,-0.02317344423611,0.4422432868085695,0.5577567131914305,1,0
i11,-2.044743821907456,0,0.8737662540561958,0.5805532766383191,0.4194467233616809,0,1
i856,-0.4830838755992118,1,0.0909260084784766,0.3368312665176936,0.6631687334823064,1,0
i1474,-1.6418301444846717,0,-0.8166693336227218,0.3368312665176936,0.6631687334823064,0,1
i12,-1.33634477594358,0,-0.0595005282867368,0.3368312665176936,0.6631687334823064,1,0
i357,-0.3253577948659332,0,-1.289153655328514,0.762,0.238,1,0
i831,-1.456375463149674,0,-0.372746700307822,0.4422432868085695,0.5577567131914305,1,0
i467,-2.938082029407082,0,-0.5651880282308862,0.4422432868085695,0.5577567131914305,1,0
i496,-0.4154963295040523,0,-1.267605268728707,0.4422432868085695,0.5577567131914305,1,0
i13,-4.786591022803206,0,1.0626473640318037,0.3368312665176936,0.6631687334823064,0,1
i1930,-3.1550634053948903,1,0.1972338774070456,0.3368312665176936,0.6631687334823064,1,0
i1547,-1.059347018434586,0,-1.3291891318000693,0.3368312665176936,0.6631687334823064,0,1
i1649,-2.9103697504031896,0,-0.2850309125505859,0.25650477209764233,0.7434952279023577,0,1
i1279,-2.7163003683375657,0,-0.3858840983614748,0.3368312665176936,0.6631687334823064,0,1
i14,-6.622812390009817,1,-0.195049851204432,0.06553698572838129,0.9344630142716187,0,1
i1558,-3.6879787580052694,1,-1.001633803159574,0.19530363349188906,0.8046963665081109,0,1
i444,-5.059876821495913,0,-0.5985507347603333,0.25650477209764233,0.7434952279023577,0,1
i1461,-5.361068397693449,0,0.635813262188768,0.19530363349188906,0.8046963665081109,0,1
i103,-3.4615163958818473,0,-2.192539841204418,0.11317101807855146,0.8868289819214485,0,1
i1945,-7.243932392659684,0,0.3868579343714008,0.25650477209764233,0.7434952279023577,0,1
i1695,-10.272919530897802,0,2.701967934273884,0.1486815023273258,0.8513184976726742,0,1
i1189,-6.05428210268582,0,0.8540320612351875,0.1486815023273258,0.8513184976726742,0,1
i901,-6.571533231009055,0,-0.3459516301665442,0.1486815023273258,0.8513184976726742,0,1
i1004,-6.512399709022744,0,0.4610559781451398,0.08612814428066473,0.9138718557193353,0,1
i45,-8.500178027020299,0,1.0821973305993051,0.08612814428066473,0.9138718557193353,0,1
i15,-2.2027212109880754,0,-0.0241948882313546,0.25650477209764233,0.7434952279023577,0,1
i1889,-1.502561615319637,0,-1.635188138530462,0.19530363349188906,0.8046963665081109,0,1
i976,-4.629068163404464,0,1.4312465792900149,0.19530363349188906,0.8046963665081109,0,1
i418,-1.295129253765765,1,-0.3070720588525084,0.19530363349188906,0.8046963665081109,1,0
i1396,-2.204993268904417,0,0.6733291660574839,0.4422432868085695,0.5577567131914305,0,1
i1522,-4.428302680165969,0,0.251213797296192,0.25650477209764233,0.7434952279023577,0,1
i16,-2.296105489758089,0,-0.5627824046817108,0.4422432868085695,0.5577567131914305,0,1
i776,-6.4408663132856985,1,1.04785110454799,0.4422432868085695,0.5577567131914305,1,0
i647,-0.5424424649907365,0,-1.126798357759941,0.25650477209764233,0.7434952279023577,0,1
i1787,-1.0615095254998306,0,0.7804481806100702,0.4422432868085695,0.5577567131914305,0,1
i17,-0.0333827001817811,0,-0.0070465405354845,0.3368312665176936,0.6631687334823064,0,1
i1318,-1.62948897253808,1,0.2336637434053255,0.25650477209764233,0.7434952279023577,0,1
i916,1.811371988578068,0,-1.4965072277938996,0.5805532766383191,0.4194467233616809,0,1
i55,-0.9467305589526044,1,-0.162150420975282,0.25650477209764233,0.7434952279023577,0,1
i821,0.0055183074352881,0,-1.3532688927105263,0.3368312665176936,0.6631687334823064,0,1
i18,-1.6483499043903664,0,0.7122313061320464,1.0,0.0,1,0
i19,-6.829034993479867,1,-0.411334232270298,0.3368312665176936,0.6631687334823064,0,1
i1343,-2.241948263003468,1,0.256758680037918,0.4422432868085695,0.5577567131914305,0,1
i1392,-12.64695819699526,0,3.2334936632485123,0.3368312665176936,0.6631687334823064,0,1
i896,-7.478083859074682,0,-0.6986441958730818,0.3368312665176936,0.6631687334823064,0,1
i598,-4.513927790371986,0,0.3299953539989592,0.4422432868085695,0.5577567131914305,0,1
i20,-10.62315630491233,0,0.5184119625346643,0.5805532766383191,0.4194467233616809,0,1
i1026,-10.195935160265677,1,1.5731790288732976,0.3368312665176936,0.6631687334823064,0,1
i1811,-8.800235021046959,0,0.6532259246028234,0.4422432868085695,0.5577567131914305,0,1
i21,-3.290097876845983,0,-0.8127469610457412,0.762,0.238,1,0
i693,-3.692428377095394,0,0.2068573172757924,0.762,0.238,1,0
i22,-7.409775869490246,0,0.7590505655222095,0.3368312665176936,0.6631687334823064,0,1
i83,-6.332382730427347,0,-0.089741138729329,0.3368312665176936,0.6631687334823064,0,1
i120,-4.959380347569032,0,-0.6115958083791179,0.3368312665176936,0.6631687334823064,0,1
i571,-7.728654970283586,0,1.7234107569382986,0.25650477209764233,0.7434952279023577,0,1
i1862,-4.340554023277353,1,0.0520161092623267,0.3368312665176936,0.6631687334823064,1,0
i23,-2.2798358251998736,1,-0.5799058273119273,0.5805532766383191,0.4194467233616809,0,1
i1957,-5.616736689997224,1,0.5602983435601032,0.4422432868085695,0.5577567131914305,0,1
i791,-3.2393251129378746,0,-0.4563924298255985,0.25650477209764233,0.7434952279023577,0,1
i24,-3.797686783493998,0,0.8516798732290504,0.3368312665176936,0.6631687334823064,0,1
i1455,-0.2251583325832166,1,-1.0203288676440678,0.3368312665176936,0.6631687334823064,0,1
i679,-0.0242977807172143,1,0.3255188028392684,0.1486815023273258,0.8513184976726742,0,1
i525,-6.325940978918696,0,1.456688850916263,0.3368312665176936,0.6631687334823064,1,0
i1705,-4.9444636758474525,0,1.2712310502568995,0.25650477209764233,0.7434952279023577,0,1
i25,-8.67094327883805,0,0.060976542433665,0.5805532766383191,0.4194467233616809,1,0
i294,-8.631047520099413,0,-0.1769438812213378,0.4422432868085695,0.5577567131914305,1,0
i1595,-12.315379133520514,0,2.081167744297463,0.4422432868085695,0.5577567131914305,1,0
i26,-6.051982345376096,0,1.5209537333910634,0.4422432868085695,0.5577567131914305,1,0
i92,-5.888887501540003,0,1.27776636359166,0.4422432868085695,0.5577567131914305,1,0
i149,-2.334184520704906,0,0.099093008521929,0.3368312665176936,0.6631687334823064,0,1
i183,-4.729289003514662,0,-0.4740847819469684,0.5805532766383191,0.4194467233616809,1,0
i27,0.2350814966221617,0,-1.154067726254209,0.25650477209764233,0.7434952279023577,0,1
i1661,-1.7805261817932807,0,0.099925656601902,0.25650477209764233,0.7434952279023577,0,1
i1320,-3.044435317932832,1,1.19085104425809,0.1486815023273258,0.8513184976726742,0,1
i1864,-0.7196354984736623,1,-0.8218068999146023,0.1486815023273258,0.8513184976726742,0,1
i79,-0.9813324878536038,0,-0.5408976902627972,0.25650477209764233,0.7434952279023577,0,1
i1767,-1.0355395968144725,1,-0.0973307095385106,0.3368312665176936,0.6631687334823064,1,0
i28,2.226101206718865,1,-1.4761767733118685,0.3368312665176936,0.6631687334823064,1,0
i644,-2.2281768548367125,0,0.2097189142673235,0.4422432868085695,0.5577567131914305,0,1
i1222,-0.3464992403242776,0,-0.6828412744655215,0.4422432868085695,0.5577567131914305,0,1
i671,0.4159822801938496,0,-0.1947602267306868,0.4422432868085695,0.5577567131914305,0,1
i1511,-1.0753537306900958,0,-0.6817971913728537,0.3368312665176936,0.6631687334823064,0,1
i29,-0.4536653472731063,0,-0.6162172459755669,0.3368312665176936,0.6631687334823064,0,1
i1104,-6.289160106237074,0,0.3640410811132026,0.4422432868085695,0.5577567131914305,0,1
i481,4.016380848635424,0,-1.553517542245307,0.19530363349188906,0.8046963665081109,0,1
i108,3.377484183532644,1,-0.9340867374175956,0.1486815023273258,0.8513184976726742,0,1
i1671,-4.1672826964268115,0,0.1984155749073643,0.4422432868085695,0.5577567131914305,0,1
i30,-1.887707237023674,0,-1.3846109480343132,0.5805532766383191,0.4194467233616809,1,0
i1614,-2.897674711616481,0,-1.0382929503465197,0.5805532766383191,0.4194467233616809,1,0
i1467,-5.105144249141855,0,2.170124142930845,0.5805532766383191,0.4194467233616809,1,0
i31,3.198414024647758,0,-1.3827348944282776,0.4422432868085695,0.5577567131914305,0,1
i885,3.0204122461005434,1,-1.5265957333647169,0.25650477209764233,0.7434952279023577,0,1
i39,0.95442450987277,0,-1.3221338980832993,0.3368312665176936,0.6631687334823064,0,1
i1759,-2.430002221247802,0,0.619853980326533,0.3368312665176936,0.6631687334823064,0,1
i32,-9.137861034647118,0,0.6215507604598759,0.4422432868085695,0.5577567131914305,1,0
i1227,-5.964932765013381,0,-0.3941851431170102,0.25650477209764233,0.7434952279023577,0,1
i461,-10.312425903172931,0,2.0154063637827733,0.4422432868085695,0.5577567131914305,1,0
i415,-11.680519195978752,0,2.753577215673338,0.4422432868085695,0.5577567131914305,1,0
i33,0.5274049875315376,0,-0.0041787934126583,0.4422432868085695,0.5577567131914305,0,1
i898,2.2839112986488637,1,-0.4799024076749608,0.5805532766383191,0.4194467233616809,1,0
i646,4.196385810729339,0,-1.448167521302657,0.25650477209764233,0.7434952279023577,0,1
i1203,-0.481783703434231,0,0.8920548937698285,0.4422432868085695,0.5577567131914305,0,1
i34,-5.718328638243921,1,-0.4796809767042588,0.1486815023273258,0.8513184976726742,0,1
i964,-6.782444093598502,1,0.4199967500699922,0.08612814428066473,0.9138718557193353,0,1
i1660,-5.202977627605614,1,0.1010126396618833,0.11317101807855146,0.8868289819214485,0,1
i1849,-6.499844244800253,0,0.35595468025181,0.11317101807855146,0.8868289819214485,0,1
i1939,-6.191580986455041,0,0.5798098440482081,0.11317101807855146,0.8868289819214485,0,1
i341,-2.626013889686567,0,-1.0332812273367524,0.1486815023273258,0.8513184976726742,0,1
i242,-9.94370669523585,1,1.7780160768072877,0.11317101807855146,0.8868289819214485,0,1
i509,-5.14832340466092,0,-0.568812670082858,0.19530363349188906,0.8046963665081109,0,1
i35,-3.405547230460784,0,-0.3869625973054321,0.4422432868085695,0.5577567131914305,0,1
i814,-4.336737253924044,0,0.0809252332521623,0.3368312665176936,0.6631687334823064,0,1
i395,-5.010305068926033,0,-0.5270362320636157,0.3368312665176936,0.6631687334823064,0,1
i618,-4.041462395714443,1,-1.63314793581862,0.25650477209764233,0.7434952279023577,1,0
i36,-1.0604891239844485,0,-0.5972376643263394,0.25650477209764233,0.7434952279023577,0,1
i833,-1.24740779739753,1,-0.9472499002293008,0.19530363349188906,0.8046963665081109,1,0
i524,-2.1538148186819948,0,-0.0962098618927768,0.1486815023273258,0.8513184976726742,0,1
i991,-3.820068611489059,0,0.3908530212185584,0.19530363349188906,0.8046963665081109,0,1
i1357,-1.1576132375119532,0,-1.412039512879515,0.25650477209764233,0.7434952279023577,0,1
i1190,-8.163590757323162,0,3.43592761598452,0.25650477209764233,0.7434952279023577,0,1
i37,-8.702539154528075,0,1.6503691678190435,0.5805532766383191,0.4194467233616809,0,1
i256,-5.991073325762285,1,-0.8321419019739364,0.5805532766383191,0.4194467233616809,0,1
i1005,-7.0956785318755795,1,-0.3818011643771781,0.5805532766383191,0.4194467233616809,0,1
i38,0.9517435047087242,0,-0.7355057076430367,0.3368312665176936,0.6631687334823064,0,1
i527,0.0478801311745097,1,-0.2128388104256702,0.25650477209764233,0.7434952279023577,1,0
i1410,-2.8883355532230013,0,-0.0589127794973069,0.25650477209764233,0.7434952279023577,0,1
i78,-0.940574612559247,0,-0.7333943346780494,0.25650477209764233,0.7434952279023577,0,1
i411,1.8909078430959807,0,-0.3421523355004201,0.3368312665176936,0.6631687334823064,0,1
i314,5.007208662390087,0,-0.7195469089581323,0.4422432868085695,0.5577567131914305,0,1
i40,-6.886805954620661,0,0.7960506174863278,0.25650477209764233,0.7434952279023577,0,1
i1597,-9.621131766756909,0,1.3094803404667223,0.3368312665176936,0.6631687334823064,1,0
i1711,-6.808630357620601,0,0.6355059681529976,0.3368312665176936,0.6631687334823064,1,0
i137,-7.005478080506321,0,-0.584736077234459,0.4422432868085695,0.5577567131914305,1,0
i182,-3.921877016116305,0,1.6419301758536975,0.25650477209764233,0.7434952279023577,0,1
i1959,-3.277821490941385,1,0.6026268148797509,0.4422432868085695,0.5577567131914305,0,1
i41,-3.2969926697244345,0,-0.2157556233478209,0.25650477209764233,0.7434952279023577,0,1
i581,-4.728153383936952,1,0.9769827306786314,0.25650477209764233,0.7434952279023577,1,0
i561,-5.5745734075983835,0,1.0234097774482882,0.19530363349188906,0.8046963665081109,0,1
i1821,-2.6231504111034867,0,-1.3683882407328614,0.25650477209764233,0.7434952279023577,0,1
i697,-5.513085331244571,0,1.3577775503039995,0.08612814428066473,0.9138718557193353,0,1
i1471,-0.2769848242901146,0,-1.8622769680124749,0.25650477209764233,0.7434952279023577,0,1
i42,-13.72003190652556,0,2.0387736888178853,0.4422432868085695,0.5577567131914305,0,1
i1160,-11.405768837556144,1,0.0716210285106837,0.5805532766383191,0.4194467233616809,1,0
i1283,-10.322227577530484,0,0.5207426159596433,0.3368312665176936,0.6631687334823064,0,1
i119,-11.237962612508056,1,1.7297127907492362,0.3368312665176936,0.6631687334823064,1,0
i43,1.6029640990052207,1,-0.5262056387941353,0.04986080220742173,0.9501391977925783,0,1
i1941,-2.089412635571929,0,0.5818649344542106,0.08612814428066473,0.9138718557193353,0,1
i838,-2.38650982251816,0,0.6413213884653558,0.1486815023273258,0.8513184976726742,0,1
i1103,-2.494441035485054,1,-0.2081719287087685,0.08612814428066473,0.9138718557193353,0,1
i1534,-5.02022195954883,0,2.678775974966068,0.04986080220742173,0.9501391977925783,0,1
i753,-5.137006405401357,1,2.187926996869377,0.06553698572838129,0.9344630142716187,0,1
i304,-4.126723251560853,0,1.5846001898035291,0.08612814428066473,0.9138718557193353,0,1
i888,1.6850765777304153,0,-2.1390047235719316,0.08612814428066473,0.9138718557193353,0,1
i1352,0.9259381537720004,0,-0.442797321531621,0.19530363349188906,0.8046963665081109,0,1
i1044,0.804640851065918,0,-1.5266956155219669,0.06553698572838129,0.9344630142716187,0,1
i491,-1.1209534885508314,1,-0.8436933477796882,0.1486815023273258,0.8513184976726742,0,1
i504,-0.6881522656905338,0,-0.298448925490107,0.03792830253385071,0.9620716974661493,0,1
i44,-14.793058817412405,0,0.845984179756792,0.762,0.238,1,0
i234,-15.148952117652572,0,4.0258240427272645,0.4422432868085695,0.5577567131914305,1,0
i1581,-9.348591884268512,1,0.9928388786962944,0.3368312665176936,0.6631687334823064,1,0
i46,-3.450808803300333,0,-0.5213358322020036,0.11317101807855146,0.8868289819214485,0,1
i772,-4.461503299639191,0,1.4004724471977792,0.1486815023273258,0.8513184976726742,0,1
i1907,-5.973584234015952,0,0.9245102683140846,0.3368312665176936,0.6631687334823064,1,0
i595,-2.058441636553111,0,-1.0296250723574096,0.1486815023273258,0.8513184976726742,0,1
i673,-5.013063607058212,0,0.646309433386353,0.5805532766383191,0.4194467233616809,1,0
i588,-4.822751575649825,0,0.767449208744432,0.25650477209764233,0.7434952279023577,0,1
i1294,-5.000654833883163,0,-0.1801346301175656,0.08612814428066473,0.9138718557193353,0,1
i711,-1.8183017686992808,1,-0.9668760917306344,0.1486815023273258,0.8513184976726742,1,0
i1012,-3.52600845060999,0,-0.5129411149897811,0.19530363349188906,0.8046963665081109,0,1
i47,-5.031674848819217,0,-0.7429207679090358,0.762,0.238,1,0
i835,-3.6809429391310178,0,-0.1610402807960866,0.4422432868085695,0.5577567131914305,1,0
i48,-6.049153200837563,0,0.7413665309309047,0.3368312665176936,0.6631687334823064,1,0
i93,-0.7118716975960545,0,-1.4278336329133157,0.4422432868085695,0.5577567131914305,1,0
i1992,-2.468577890302561,0,-0.0166986130862981,0.25650477209764233,0.7434952279023577,1,0
i1982,-5.839669735764121,0,0.5589472872248251,0.3368312665176936,0.6631687334823064,1,0
i727,-6.175121124585661,0,-0.113469954390074,0.4422432868085695,0.5577567131914305,1,0
i49,-5.363759165939642,0,0.5748919179139307,0.3368312665176936,0.6631687334823064,0,1
i758,-3.134553737771121,1,-0.328441778904511,0.25650477209764233,0.7434952279023577,1,0
i1100,-8.533976486799054,0,1.037989290020776,0.11317101807855146,0.8868289819214485,0,1
i170,-7.698090691245027,0,0.9152683866465448,0.25650477209764233,0.7434952279023577,0,1
i50,1.750067191463739,0,-1.4106101007109266,0.762,0.238,0,1
i301,0.443145880778146,1,0.0353706143474428,0.5805532766383191,0.4194467233616809,1,0
i51,1.7735706345946491,1,-1.1284356363047208,0.5805532766383191,0.4194467233616809,1,0
i1162,0.1936258961942457,0,-0.5738192032929551,0.4422432868085695,0.5577567131914305,0,1
i1089,3.916180057501554,0,-2.227932395816701,0.5805532766383191,0.4194467233616809,0,1
i52,6.589333013469464,1,-2.5364300049480053,0.4422432868085695,0.5577567131914305,0,1
i1506,4.089678471412194,0,-0.6626151501740128,0.4422432868085695,0.5577567131914305,0,1
i58,0.7300011778003359,0,-0.4779589125675662,0.19530363349188906,0.8046963665081109,0,1
i919,0.916863346664708,1,0.6179707575539414,0.4422432868085695,0.5577567131914305,0,1
i53,-4.873121641991353,0,0.5953868539788023,0.19530363349188906,0.8046963665081109,0,1
i1694,-5.338182386666575,0,1.1430755885056565,0.1486815023273258,0.8513184976726742,0,1
i450,-6.585464947532055,0,0.6280918281651601,0.25650477209764233,0.7434952279023577,1,0
i1908,-2.5311232904515815,1,-1.2197233380998775,0.19530363349188906,0.8046963665081109,0,1
i1080,-6.5469329514595485,0,1.351347088752486,0.1486815023273258,0.8513184976726742,0,1
i72,-8.224696162489405,0,1.7360251458601772,0.4422432868085695,0.5577567131914305,1,0
i54,-6.3715634909058725,1,-0.2618271931357455,0.3368312665176936,0.6631687334823064,1,0
i80,-6.590278750791263,0,0.3448317094770465,0.1486815023273258,0.8513184976726742,0,1
i432,-9.57688553401905,0,0.4689216518410533,0.1486815023273258,0.8513184976726742,0,1
i422,-6.5360779751236775,0,0.4068278548291754,0.25650477209764233,0.7434952279023577,0,1
i206,-9.18518631468666,0,0.5439072025914127,0.3368312665176936,0.6631687334823064,0,1
i56,-2.1140481888677383,0,-1.6914440977018532,0.3368312665176936,0.6631687334823064,1,0
i608,-5.138552377748333,0,0.6059325076467968,0.25650477209764233,0.7434952279023577,0,1
i1102,-1.86102777835907,0,-1.2851820924548754,0.19530363349188906,0.8046963665081109,1,0
i1838,-6.024222095098722,0,0.3981316770083233,0.4422432868085695,0.5577567131914305,1,0
i296,-3.0646972210680965,0,1.097186074156234,0.25650477209764233,0.7434952279023577,1,0
i57,-6.174372866640722,0,-1.0981023530893264,0.3368312665176936,0.6631687334823064,1,0
i1972,-3.490649572836308,0,-0.3877858759699509,0.4422432868085695,0.5577567131914305,0,1
i463,-7.546783063401891,0,0.6969186624529615,0.3368312665176936,0.6631687334823064,1,0
i269,-9.193714858834078,0,1.251460709180625,0.3368312665176936,0.6631687334823064,1,0
i1308,-8.239598593122626,0,0.4690358867460891,0.5805532766383191,0.4194467233616809,1,0
i1573,0.3758289040205839,0,-0.874428409077624,0.3368312665176936,0.6631687334823064,0,1
i430,-1.4304258243937795,0,0.7623425594314492,0.5805532766383191,0.4194467233616809,1,0
i1611,1.3285950748949915,0,-0.752209731643056,0.5805532766383191,0.4194467233616809,1,0
i59,-5.305867920960966,0,-0.672325600147821,0.19530363349188906,0.8046963665081109,0,1
i1557,-8.165020969906717,0,2.0399641600719596,0.25650477209764233,0.7434952279023577,0,1
i248,-2.303336951005949,1,-1.726500425602355,0.19530363349188906,0.8046963665081109,0,1
i238,-2.752751856727647,1,-0.6374814493171534,0.3368312665176936,0.6631687334823064,0,1
i747,-7.284009068982365,0,1.1619065630465863,0.25650477209764233,0.7434952279023577,0,1
i517,-5.286045792848668,0,-0.1681920452269524,0.25650477209764233,0.7434952279023577,0,1
i641,-7.599081905398896,1,1.4879479357968195,0.19530363349188906,0.8046963665081109,0,1
i60,-2.8437075808059022,0,0.1178360755176312,0.4422432868085695,0.5577567131914305,1,0
i1897,-0.4762770937909896,0,-1.2294009019846637,0.5805532766383191,0.4194467233616809,1,0
i653,-1.615513961864243,0,-1.1728488552840803,0.25650477209764233,0.7434952279023577,0,1
i1218,-2.156947805558455,0,-0.4301900001119119,0.3368312665176936,0.6631687334823064,0,1
i61,-5.470225275055641,0,0.5834681266318139,0.4422432868085695,0.5577567131914305,1,0
i1644,-3.831154554722771,0,-0.7551012567913739,0.25650477209764233,0.7434952279023577,1,0
i853,0.7329048959083804,0,-1.3453952633576904,0.19530363349188906,0.8046963665081109,0,1
i1298,-4.944549399547107,0,0.2008221254616718,0.25650477209764233,0.7434952279023577,0,1
i62,-10.592215679232524,1,2.269612569285197,0.5805532766383191,0.4194467233616809,1,0
i451,-4.294367259396292,0,-0.5071916431308481,0.3368312665176936,0.6631687334823064,0,1
i1048,-7.369897442162367,0,0.189550845914165,0.5805532766383191,0.4194467233616809,0,1
i63,-4.696878261772469,0,-0.0200170300309254,0.19530363349188906,0.8046963665081109,0,1
i1980,-3.2392305546823548,0,-0.3819367150838177,0.3368312665176936,0.6631687334823064,0,1
i1054,-3.2756849745762637,0,-1.5472313265890143,0.11317101807855146,0.8868289819214485,0,1
i131,-4.188437691027589,1,-0.0900102589236193,0.3368312665176936,0.6631687334823064,1,0
i880,-6.315687227024237,0,1.4897040367414378,0.11317101807855146,0.8868289819214485,0,1
i1293,-6.648861584109792,0,0.0958075111558987,0.11317101807855146,0.8868289819214485,0,1
i1512,-5.278355635371368,0,1.278949669635464,0.3368312665176936,0.6631687334823064,0,1
i64,-3.264809056921784,1,1.1154026630969456,0.3368312665176936,0.6631687334823064,0,1
i1481,-2.091635566414214,0,-0.4096358289156935,0.3368312665176936,0.6631687334823064,0,1
i1231,1.673376328587188,0,-1.7043705377326224,0.19530363349188906,0.8046963665081109,0,1
i1244,-3.7612331298001194,1,0.4579009305079092,0.19530363349188906,0.8046963665081109,0,1
i1491,-1.09402568683463,0,-0.2781766216660757,0.1486815023273258,0.8513184976726742,0,1
i65,-0.3529574367274066,0,-0.8299727769797747,0.25650477209764233,0.7434952279023577,0,1
i1599,-2.849202561673303,1,-0.4226590705071891,0.3368312665176936,0.6631687334823064,0,1
i921,-6.183576964153672,0,0.3000857758385668,0.25650477209764233,0.7434952279023577,0,1
i492,-0.9917402828320424,0,-1.4267034449994769,0.25650477209764233,0.7434952279023577,0,1
i276,-1.2155696854035796,0,-0.9616939987535968,0.4422432868085695,0.5577567131914305,0,1
i1554,-2.3180500632016043,1,0.4136198854746102,0.5805532766383191,0.4194467233616809,1,0
